#,Title,Difficulty,Acceptance rate,LeetCode Link
1267,Count Servers that Communicate,MEDIUM,57.77%,https://leetcode.com/problems/count-servers-that-communicate
1268,Search Suggestions System,MEDIUM,64.71%,https://leetcode.com/problems/search-suggestions-system
1269,Number of Ways to Stay in the Same Place After Some Steps,HARD,43.26%,https://leetcode.com/problems/number-of-ways-to-stay-in-the-same-place-after-some-steps
1270,All People Report to the Given Manager,MEDIUM,88.33%,https://leetcode.com/problems/all-people-report-to-the-given-manager
1271,Hexspeak,EASY,55.48%,https://leetcode.com/problems/hexspeak
1272,Remove Interval,MEDIUM,58.35%,https://leetcode.com/problems/remove-interval
1273,Delete Tree Nodes,MEDIUM,62.06%,https://leetcode.com/problems/delete-tree-nodes
1274,Number of Ships in a Rectangle,HARD,65.89%,https://leetcode.com/problems/number-of-ships-in-a-rectangle
1275,Find Winner on a Tic Tac Toe Game,EASY,52.77%,https://leetcode.com/problems/find-winner-on-a-tic-tac-toe-game
1276,Number of Burgers with No Waste of Ingredients,MEDIUM,50.15%,https://leetcode.com/problems/number-of-burgers-with-no-waste-of-ingredients
1277,Count Square Submatrices with All Ones,MEDIUM,72.77%,https://leetcode.com/problems/count-square-submatrices-with-all-ones
1278,Palindrome Partitioning III,HARD,61.1%,https://leetcode.com/problems/palindrome-partitioning-iii
1279,Traffic Light Controlled Intersection,EASY,76.11%,https://leetcode.com/problems/traffic-light-controlled-intersection
1280,Students and Examinations,EASY,75.27%,https://leetcode.com/problems/students-and-examinations
1281,Subtract the Product and Sum of Digits of an Integer,EASY,85.63%,https://leetcode.com/problems/subtract-the-product-and-sum-of-digits-of-an-integer
1282,Group the People Given the Group Size They Belong To,MEDIUM,84.4%,https://leetcode.com/problems/group-the-people-given-the-group-size-they-belong-to
1283,Find the Smallest Divisor Given a Threshold,MEDIUM,49.79%,https://leetcode.com/problems/find-the-smallest-divisor-given-a-threshold
1284,Minimum Number of Flips to Convert Binary Matrix to Zero Matrix,HARD,70.12%,https://leetcode.com/problems/minimum-number-of-flips-to-convert-binary-matrix-to-zero-matrix
1285,Find the Start and End Number of Continuous Ranges,MEDIUM,87.62%,https://leetcode.com/problems/find-the-start-and-end-number-of-continuous-ranges
1286,Iterator for Combination,MEDIUM,70.9%,https://leetcode.com/problems/iterator-for-combination
1287,Element Appearing More Than 25% In Sorted Array,EASY,60.19%,https://leetcode.com/problems/element-appearing-more-than-25-in-sorted-array
1288,Remove Covered Intervals,MEDIUM,57.41%,https://leetcode.com/problems/remove-covered-intervals
1289,Minimum Falling Path Sum II,HARD,62.54%,https://leetcode.com/problems/minimum-falling-path-sum-ii
1290,Convert Binary Number in a Linked List to Integer,EASY,81.75%,https://leetcode.com/problems/convert-binary-number-in-a-linked-list-to-integer
1291,Sequential Digits,MEDIUM,57.39%,https://leetcode.com/problems/sequential-digits
1292,Maximum Side Length of a Square with Sum Less than or Equal to Threshold,MEDIUM,50.87%,https://leetcode.com/problems/maximum-side-length-of-a-square-with-sum-less-than-or-equal-to-threshold
1293,Shortest Path in a Grid with Obstacles Elimination,HARD,43.08%,https://leetcode.com/problems/shortest-path-in-a-grid-with-obstacles-elimination
1294,Weather Type in Each Country,EASY,66.59%,https://leetcode.com/problems/weather-type-in-each-country
1295,Find Numbers with Even Number of Digits,EASY,78.82%,https://leetcode.com/problems/find-numbers-with-even-number-of-digits
1296,Divide Array in Sets of K Consecutive Numbers,MEDIUM,55.62%,https://leetcode.com/problems/divide-array-in-sets-of-k-consecutive-numbers
1297,Maximum Number of Occurrences of a Substring,MEDIUM,50.59%,https://leetcode.com/problems/maximum-number-of-occurrences-of-a-substring
1298,Maximum Candies You Can Get from Boxes,HARD,59.79%,https://leetcode.com/problems/maximum-candies-you-can-get-from-boxes
1299,Replace Elements with Greatest Element on Right Side,EASY,74.59%,https://leetcode.com/problems/replace-elements-with-greatest-element-on-right-side
1300,Sum of Mutated Array Closest to Target,MEDIUM,43.01%,https://leetcode.com/problems/sum-of-mutated-array-closest-to-target
1301,Number of Paths with Max Score,HARD,38.3%,https://leetcode.com/problems/number-of-paths-with-max-score
1302,Deepest Leaves Sum,MEDIUM,84.22%,https://leetcode.com/problems/deepest-leaves-sum
1303,Find the Team Size,EASY,89.74%,https://leetcode.com/problems/find-the-team-size
1304,Find N Unique Integers Sum up to Zero,EASY,76.72%,https://leetcode.com/problems/find-n-unique-integers-sum-up-to-zero
1305,All Elements in Two Binary Search Trees,MEDIUM,77.81%,https://leetcode.com/problems/all-elements-in-two-binary-search-trees
1306,Jump Game III,MEDIUM,62.25%,https://leetcode.com/problems/jump-game-iii
1307,Verbal Arithmetic Puzzle,HARD,36.66%,https://leetcode.com/problems/verbal-arithmetic-puzzle
1308,Running Total for Different Genders,MEDIUM,87.94%,https://leetcode.com/problems/running-total-for-different-genders
1309,Decrypt String from Alphabet to Integer Mapping,EASY,77.69%,https://leetcode.com/problems/decrypt-string-from-alphabet-to-integer-mapping
1310,XOR Queries of a Subarray,MEDIUM,69.44%,https://leetcode.com/problems/xor-queries-of-a-subarray
1311,Get Watched Videos by Your Friends,MEDIUM,44.3%,https://leetcode.com/problems/get-watched-videos-by-your-friends
1312,Minimum Insertion Steps to Make a String Palindrome,HARD,59.9%,https://leetcode.com/problems/minimum-insertion-steps-to-make-a-string-palindrome
1313,Decompress Run-Length Encoded List,EASY,85.41%,https://leetcode.com/problems/decompress-run-length-encoded-list
1314,Matrix Block Sum,MEDIUM,73.67%,https://leetcode.com/problems/matrix-block-sum
1315,Sum of Nodes with Even-Valued Grandparent,MEDIUM,84.19%,https://leetcode.com/problems/sum-of-nodes-with-even-valued-grandparent
1316,Distinct Echo Substrings,HARD,49.71%,https://leetcode.com/problems/distinct-echo-substrings
1317,Convert Integer to the Sum of Two No-Zero Integers,EASY,56.86%,https://leetcode.com/problems/convert-integer-to-the-sum-of-two-no-zero-integers
1318,Minimum Flips to Make a OR b Equal to c,MEDIUM,63.9%,https://leetcode.com/problems/minimum-flips-to-make-a-or-b-equal-to-c
1319,Number of Operations to Make Network Connected,MEDIUM,55.51%,https://leetcode.com/problems/number-of-operations-to-make-network-connected
1320,Minimum Distance to Type a Word Using Two Fingers,HARD,61.71%,https://leetcode.com/problems/minimum-distance-to-type-a-word-using-two-fingers
1321,Restaurant Growth,MEDIUM,71.58%,https://leetcode.com/problems/restaurant-growth
1322,Ads Performance,EASY,58.19%,https://leetcode.com/problems/ads-performance
1323,Maximum 69 Number,EASY,77.85%,https://leetcode.com/problems/maximum-69-number
1324,Print Words Vertically,MEDIUM,58.92%,https://leetcode.com/problems/print-words-vertically
1325,Delete Leaves With a Given Value,MEDIUM,73.82%,https://leetcode.com/problems/delete-leaves-with-a-given-value
1326,Minimum Number of Taps to Open to Water a Garden,HARD,47.48%,https://leetcode.com/problems/minimum-number-of-taps-to-open-to-water-a-garden
1327,List the Products Ordered in a Period,EASY,77.47%,https://leetcode.com/problems/list-the-products-ordered-in-a-period
1328,Break a Palindrome,MEDIUM,47.47%,https://leetcode.com/problems/break-a-palindrome
1329,Sort the Matrix Diagonally,MEDIUM,81.73%,https://leetcode.com/problems/sort-the-matrix-diagonally
1330,Reverse Subarray To Maximize Array Value,HARD,36.79%,https://leetcode.com/problems/reverse-subarray-to-maximize-array-value
1331,Rank Transform of an Array,EASY,57.33%,https://leetcode.com/problems/rank-transform-of-an-array
1332,Remove Palindromic Subsequences,EASY,68.23%,https://leetcode.com/problems/remove-palindromic-subsequences
1333,"Filter Restaurants by Vegan-Friendly, Price and Distance",MEDIUM,57.41%,https://leetcode.com/problems/filter-restaurants-by-vegan-friendly-price-and-distance
1334,Find the City With the Smallest Number of Neighbors at a Threshold Distance,MEDIUM,47.2%,https://leetcode.com/problems/find-the-city-with-the-smallest-number-of-neighbors-at-a-threshold-distance
1335,Minimum Difficulty of a Job Schedule,HARD,56.7%,https://leetcode.com/problems/minimum-difficulty-of-a-job-schedule
1336,Number of Transactions per Visit,HARD,49.05%,https://leetcode.com/problems/number-of-transactions-per-visit
1337,The K Weakest Rows in a Matrix,EASY,72.0%,https://leetcode.com/problems/the-k-weakest-rows-in-a-matrix
1338,Reduce Array Size to The Half,MEDIUM,67.66%,https://leetcode.com/problems/reduce-array-size-to-the-half
1339,Maximum Product of Splitted Binary Tree,MEDIUM,38.46%,https://leetcode.com/problems/maximum-product-of-splitted-binary-tree
1340,Jump Game V,HARD,59.28%,https://leetcode.com/problems/jump-game-v
1341,Movie Rating,MEDIUM,58.94%,https://leetcode.com/problems/movie-rating
1342,Number of Steps to Reduce a Number to Zero,EASY,85.69%,https://leetcode.com/problems/number-of-steps-to-reduce-a-number-to-zero
1343,Number of Sub-arrays of Size K and Average Greater than or Equal to Threshold,MEDIUM,64.92%,https://leetcode.com/problems/number-of-sub-arrays-of-size-k-and-average-greater-than-or-equal-to-threshold
1344,Angle Between Hands of a Clock,MEDIUM,61.29%,https://leetcode.com/problems/angle-between-hands-of-a-clock
1345,Jump Game IV,HARD,41.94%,https://leetcode.com/problems/jump-game-iv
1346,Check If N and Its Double Exist,EASY,36.05%,https://leetcode.com/problems/check-if-n-and-its-double-exist
1347,Minimum Number of Steps to Make Two Strings Anagram,MEDIUM,75.07%,https://leetcode.com/problems/minimum-number-of-steps-to-make-two-strings-anagram
1348,Tweet Counts Per Frequency,MEDIUM,36.91%,https://leetcode.com/problems/tweet-counts-per-frequency
1349,Maximum Students Taking Exam,HARD,44.22%,https://leetcode.com/problems/maximum-students-taking-exam
1350,Students With Invalid Departments,EASY,90.36%,https://leetcode.com/problems/students-with-invalid-departments
1351,Count Negative Numbers in a Sorted Matrix,EASY,75.81%,https://leetcode.com/problems/count-negative-numbers-in-a-sorted-matrix
1352,Product of the Last K Numbers,MEDIUM,44.93%,https://leetcode.com/problems/product-of-the-last-k-numbers
1353,Maximum Number of Events That Can Be Attended,MEDIUM,30.55%,https://leetcode.com/problems/maximum-number-of-events-that-can-be-attended
1354,Construct Target Array With Multiple Sums,HARD,31.25%,https://leetcode.com/problems/construct-target-array-with-multiple-sums
1355,Activity Participants,MEDIUM,74.55%,https://leetcode.com/problems/activity-participants
1356,Sort Integers by The Number of 1 Bits,EASY,70.04%,https://leetcode.com/problems/sort-integers-by-the-number-of-1-bits
1357,Apply Discount Every n Orders,MEDIUM,66.95%,https://leetcode.com/problems/apply-discount-every-n-orders
1358,Number of Substrings Containing All Three Characters,MEDIUM,60.58%,https://leetcode.com/problems/number-of-substrings-containing-all-three-characters
1359,Count All Valid Pickup and Delivery Options,HARD,56.33%,https://leetcode.com/problems/count-all-valid-pickup-and-delivery-options
1360,Number of Days Between Two Dates,EASY,46.57%,https://leetcode.com/problems/number-of-days-between-two-dates
1361,Validate Binary Tree Nodes,MEDIUM,43.44%,https://leetcode.com/problems/validate-binary-tree-nodes
1362,Closest Divisors,MEDIUM,57.82%,https://leetcode.com/problems/closest-divisors
1363,Largest Multiple of Three,HARD,34.11%,https://leetcode.com/problems/largest-multiple-of-three
1364,Number of Trusted Contacts of a Customer,MEDIUM,79.21%,https://leetcode.com/problems/number-of-trusted-contacts-of-a-customer
1365,How Many Numbers Are Smaller Than the Current Number,EASY,85.95%,https://leetcode.com/problems/how-many-numbers-are-smaller-than-the-current-number
1366,Rank Teams by Votes,MEDIUM,55.56%,https://leetcode.com/problems/rank-teams-by-votes
1367,Linked List in Binary Tree,MEDIUM,41.02%,https://leetcode.com/problems/linked-list-in-binary-tree
1368,Minimum Cost to Make at Least One Valid Path in a Grid,HARD,57.5%,https://leetcode.com/problems/minimum-cost-to-make-at-least-one-valid-path-in-a-grid
1369,Get the Second Most Recent Activity,HARD,69.07%,https://leetcode.com/problems/get-the-second-most-recent-activity
1370,Increasing Decreasing String,EASY,77.28%,https://leetcode.com/problems/increasing-decreasing-string
1371,Find the Longest Substring Containing Vowels in Even Counts,MEDIUM,60.82%,https://leetcode.com/problems/find-the-longest-substring-containing-vowels-in-even-counts
1372,Longest ZigZag Path in a Binary Tree,MEDIUM,55.06%,https://leetcode.com/problems/longest-zigzag-path-in-a-binary-tree
1373,Maximum Sum BST in Binary Tree,HARD,37.19%,https://leetcode.com/problems/maximum-sum-bst-in-binary-tree
1374,Generate a String With Characters That Have Odd Counts,EASY,76.84%,https://leetcode.com/problems/generate-a-string-with-characters-that-have-odd-counts
1375,Bulb Switcher III,MEDIUM,64.23%,https://leetcode.com/problems/bulb-switcher-iii
1376,Time Needed to Inform All Employees,MEDIUM,56.64%,https://leetcode.com/problems/time-needed-to-inform-all-employees
1377,Frog Position After T Seconds,HARD,35.29%,https://leetcode.com/problems/frog-position-after-t-seconds
1378,Replace Employee ID With The Unique Identifier,EASY,90.28%,https://leetcode.com/problems/replace-employee-id-with-the-unique-identifier
1379,Find a Corresponding Node of a Binary Tree in a Clone of That Tree,MEDIUM,84.65%,https://leetcode.com/problems/find-a-corresponding-node-of-a-binary-tree-in-a-clone-of-that-tree
1380,Lucky Numbers in a Matrix,EASY,70.41%,https://leetcode.com/problems/lucky-numbers-in-a-matrix
1381,Design a Stack With Increment Operation,MEDIUM,76.29%,https://leetcode.com/problems/design-a-stack-with-increment-operation
1382,Balance a Binary Search Tree,MEDIUM,76.13%,https://leetcode.com/problems/balance-a-binary-search-tree
1383,Maximum Performance of a Team,HARD,35.93%,https://leetcode.com/problems/maximum-performance-of-a-team
1384,Total Sales Amount by Year,HARD,64.97%,https://leetcode.com/problems/total-sales-amount-by-year
1385,Find the Distance Value Between Two Arrays,EASY,66.38%,https://leetcode.com/problems/find-the-distance-value-between-two-arrays
1386,Cinema Seat Allocation,MEDIUM,36.03%,https://leetcode.com/problems/cinema-seat-allocation
1387,Sort Integers by The Power Value,MEDIUM,70.59%,https://leetcode.com/problems/sort-integers-by-the-power-value
1388,Pizza With 3n Slices,HARD,46.04%,https://leetcode.com/problems/pizza-with-3n-slices
1389,Create Target Array in the Given Order,EASY,84.88%,https://leetcode.com/problems/create-target-array-in-the-given-order
1390,Four Divisors,MEDIUM,39.4%,https://leetcode.com/problems/four-divisors
1391,Check if There is a Valid Path in a Grid,MEDIUM,44.94%,https://leetcode.com/problems/check-if-there-is-a-valid-path-in-a-grid
1392,Longest Happy Prefix,HARD,42.05%,https://leetcode.com/problems/longest-happy-prefix
1393,Capital Gain/Loss,MEDIUM,90.99%,https://leetcode.com/problems/capital-gainloss
1394,Find Lucky Integer in an Array,EASY,63.1%,https://leetcode.com/problems/find-lucky-integer-in-an-array
1395,Count Number of Teams,MEDIUM,75.59%,https://leetcode.com/problems/count-number-of-teams
1396,Design Underground System,MEDIUM,71.87%,https://leetcode.com/problems/design-underground-system
1397,Find All Good Strings,HARD,38.65%,https://leetcode.com/problems/find-all-good-strings
1398,Customers Who Bought Products A and B but Not C,MEDIUM,82.14%,https://leetcode.com/problems/customers-who-bought-products-a-and-b-but-not-c
1399,Count Largest Group,EASY,65.31%,https://leetcode.com/problems/count-largest-group
1400,Construct K Palindrome Strings,MEDIUM,63.05%,https://leetcode.com/problems/construct-k-palindrome-strings
1401,Circle and Rectangle Overlapping,MEDIUM,42.46%,https://leetcode.com/problems/circle-and-rectangle-overlapping
1402,Reducing Dishes,HARD,72.13%,https://leetcode.com/problems/reducing-dishes
